yarn_code,rate_per_unit,rate_period,unit_of_measure
Y-GEN-1341,347.99,202404,KG
Y-GEN-1342,398.02,202403,KG
Y-GEN-1342,471.14,202404,KG
Y-GEN-1343,292.78,202403,KG
Y-GEN-1343,311.23,202404,KG
Y-GEN-1344,141.75,202403,KG
Y-GEN-1344,147.33,202404,KG
Y-GEN-1345,246.58,202403,KG
Y-GEN-1345,255.26,202404,KG
Y-GEN-1346,249.56,202403,KG
Y-GEN-1346,321.04,202404,KG
Y-GEN-1347,355.6,202403,KG
Y-GEN-1347,366.62,202404,KG
Y-GEN-1348,142.11,202403,KG
Y-GEN-1348,162.22,202404,KG
Y-GEN-1349,136.48,202403,KG
Y-GEN-1349,157.48,202404,KG
Y-GEN-1350,285.24,202403,KG
Y-GEN-1350,271.04,202404,KG
Y-GEN-1351,277.37,202403,KG
Y-GEN-1351,324.47,202404,KG
Y-GEN-1352,373.35,202403,KG
Y-GEN-1352,422.51,202404,KG
Y-GEN-1353,439.34,202403,KG
Y-GEN-1353,513.53,202404,KG
Y-GEN-1354,160.91,202403,KG
Y-GEN-1354,189.06,202404,KG
Y-GEN-1355,141.13,202403,KG
Y-GEN-1355,158.25,202404,KG
Y-GEN-1356,187.6,202403,KG
Y-GEN-1356,237.22,202404,KG
Y-GEN-1357,293.45,202403,KG
Y-GEN-1357,282.08,202404,KG
Y-GEN-1358,345.53,202403,KG
Y-GEN-1358,338.91,202404,KG
Y-GEN-1359,369.25,202403,KG
Y-GEN-1359,413.7,202404,KG
Y-GEN-1360,215.79,202403,KG
Y-GEN-1360,263.45,202404,KG
Y-GEN-1361,126.03,202403,KG
Y-GEN-1361,147.84,202404,KG
Y-GEN-1362,428.65,202403,KG
Y-GEN-1362,547.04,202404,KG
Y-GEN-1363,250.52,202403,KG
Y-GEN-1363,295.7,202404,KG
Y-GEN-1364,301.04,202403,KG
Y-GEN-1364,317.05,202404,KG
Y-GEN-1365,281.71,202403,KG
Y-GEN-1365,359.69,202404,KG
Y-GEN-1366,443.78,202403,KG
Y-GEN-1366,510.53,202404,KG
Y-GEN-1367,377.71,202403,KG
Y-GEN-1367,366.44,202404,KG
Y-GEN-1368,387.47,202403,KG
Y-GEN-1368,453.54,202404,KG
Y-GEN-1369,304.82,202403,KG
Y-GEN-1369,363.7,202404,KG
Y-GEN-1370,239750.0,202403,TO
Y-GEN-1370,265070.0,202404,TO
Y-GEN-1371,298.52,202403,KG
Y-GEN-1371,380.99,202404,KG
Y-GEN-1372,310.92,202403,KG
Y-GEN-1372,388.55,202404,KG
Y-GEN-1373,149.84,202403,KG
Y-GEN-1373,175.0,202404,KG
Y-GEN-1374,141.2,202403,KG
Y-GEN-1374,182.2,202404,KG
Y-GEN-1375,138.16,202403,KG
Y-GEN-1375,146.99,202404,KG
Y-GEN-1376,398.37,202403,KG
Y-GEN-1376,432.72,202404,KG
Y-GEN-1377,314.6,202403,KG
Y-GEN-1377,310.61,202404,KG
Y-GEN-1378,388.3,202403,KG
Y-GEN-1378,498.07,202404,KG
Y-GEN-1379,276.47,202403,KG
Y-GEN-1379,342.18,202404,KG
Y-GEN-1380,340.84,202403,KG
Y-GEN-1380,347.51,202404,KG
Y-GEN-1381,288.28,202403,KG
Y-GEN-1381,287.86,202404,KG
Y-GEN-1382,316.65,202403,KG
Y-GEN-1382,358.97,202404,KG
Y-GEN-1383,194.58,202403,KG
Y-GEN-1383,201.7,202404,KG
Y-GEN-1384,243.39,202403,KG
Y-GEN-1384,242.19,202404,KG
Y-GEN-1385,340.13,202403,KG
Y-GEN-1385,410.93,202404,KG
Y-GEN-1386,390.74,202403,KG
Y-GEN-1386,457.55,202404,KG
Y-GEN-1387,328.56,202403,KG
Y-GEN-1387,315.51,202404,KG
Y-GEN-1388,366.24,202403,KG
Y-GEN-1388,390.24,202404,KG
Y-GEN-1389,129.15,202403,KG
Y-GEN-1389,128.75,202404,KG
Y-GEN-1390,155.93,202403,KG
Y-GEN-1390,187.45,202404,KG
Y-GEN-1391,358.64,202403,KG
Y-GEN-1391,443.62,202404,KG
Y-GEN-1392,347.22,202403,KG
Y-GEN-1392,380.72,202404,KG
Y-GEN-1393,255.22,202403,KG
Y-GEN-1393,252.68,202404,KG
Y-GEN-1394,413.44,202403,KG
Y-GEN-1394,520.33,202404,KG
Y-GEN-1395,375.15,202403,KG
Y-GEN-1395,477.59,202404,KG
Y-GEN-1396,203.96,202403,KG
Y-GEN-1396,207.91,202404,KG
Y-GEN-1397,338.36,202403,KG
Y-GEN-1397,419.08,202404,KG
Y-GEN-1398,360.91,202403,KG
Y-GEN-1398,348.55,202404,KG
Y-GEN-1399,310.93,202403,KG
Y-GEN-1399,385.49,202404,KG
Y-GEN-1400,262.95,202403,KG
Y-GEN-1400,294.66,202404,KG
Y-GEN-1401,394.08,202403,KG
Y-GEN-1401,451.4,202404,KG
Y-GEN-1402,191.87,202403,KG
Y-GEN-1402,194.81,202404,KG
Y-GEN-1403,172.13,202403,KG
Y-GEN-1403,164.62,202404,KG
Y-GEN-1404,194.3,202403,KG
Y-GEN-1404,242.94,202404,KG
Y-GEN-1405,231.17,202403,KG
Y-GEN-1405,269.32,202404,KG
Y-GEN-1406,276.98,202403,KG
Y-GEN-1406,317.97,202404,KG
Y-GEN-1407,396290.0,202403,TO
Y-GEN-1407,427920.0,202404,TO
Y-GEN-1408,225.97,202403,KG
Y-GEN-1408,228.38,202404,KG
Y-GEN-1409,314.19,202403,KG
Y-GEN-1409,382.01,202404,KG
Y-GEN-1410,254.68,202403,KG
Y-GEN-1410,254.57,202404,KG
Y-GEN-1411,421.38,202403,KG
Y-GEN-1411,404.41,202404,KG
Y-GEN-1412,146.55,202403,KG
Y-GEN-1412,171.71,202404,KG
Y-GEN-1413,166.65,202403,KG
Y-GEN-1413,181.54,202404,KG
Y-GEN-1414,429.55,202403,KG
Y-GEN-1414,480.43,202404,KG
Y-GEN-1415,149.28,202403,KG
Y-GEN-1415,156.25,202404,KG
Y-GEN-1416,445.88,202403,KG
Y-GEN-1416,471.77,202404,KG
Y-GEN-1417,145.06,202403,KG
Y-GEN-1417,157.82,202404,KG
Y-GEN-1418,346.87,202403,KG
Y-GEN-1418,432.2,202404,KG
Y-GEN-1419,334.03,202403,KG
Y-GEN-1419,324.33,202404,KG
Y-GEN-1420,275.63,202403,KG
Y-GEN-1420,308.53,202404,KG
Y-GEN-1421,412.54,202403,KG
Y-GEN-1421,474.06,202404,KG
Y-GEN-1422,329.63,202403,KG
Y-GEN-1422,347.05,202404,KG
Y-GEN-1423,348.2,202403,KG
Y-GEN-1423,364.69,202404,KG
Y-GEN-1424,381.81,202403,KG
Y-GEN-1424,370.14,202404,KG
Y-GEN-1425,421.25,202403,KG
Y-GEN-1425,417.94,202404,KG
Y-GEN-1426,290.3,202403,KG
Y-GEN-1426,359.03,202404,KG
Y-GEN-1427,310.59,202403,KG
Y-GEN-1427,314.0,202404,KG
Y-GEN-1428,259.96,202403,KG
Y-GEN-1428,328.1,202404,KG
Y-GEN-1429,373.22,202403,KG
Y-GEN-1429,469.68,202404,KG
Y-GEN-1430,388.01,202403,KG
Y-GEN-1430,399.62,202404,KG
Y-GEN-1431,369.39,202403,KG
Y-GEN-1431,477.14,202404,KG
Y-GEN-1432,245.81,202403,KG
Y-GEN-1432,255.19,202404,KG
Y-GEN-1433,287.25,202403,KG
Y-GEN-1433,314.64,202404,KG
Y-GEN-1434,255.22,202403,KG
Y-GEN-1434,307.95,202404,KG
Y-GEN-1435,130.28,202403,KG
Y-GEN-1435,131.28,202404,KG
Y-GEN-1436,364.59,202403,KG
Y-GEN-1436,420.71,202404,KG
Y-GEN-1437,369.32,202403,KG
Y-GEN-1437,468.5,202404,KG
Y-GEN-1438,281.96,202403,KG
Y-GEN-1438,289.89,202404,KG
Y-GEN-1439,314.86,202403,KG
Y-GEN-1439,404.16,202404,KG
Y-GEN-1440,234.39,202403,KG
Y-GEN-1440,253.43,202404,KG
Y-GEN-1441,209.11,202403,KG
Y-GEN-1441,233.42,202404,KG
Y-GEN-1442,139.53,202403,KG
Y-GEN-1442,161.81,202404,KG
Y-GEN-1443,347.5,202403,KG
Y-GEN-1443,389.91,202404,KG
Y-GEN-1444,276940.0,202403,TO
Y-GEN-1444,322130.0,202404,TO
Y-GEN-1445,413.07,202403,KG
Y-GEN-1445,497.48,202404,KG
Y-GEN-1446,373.05,202403,KG
Y-GEN-1446,370.57,202404,KG
Y-GEN-1447,317.94,202403,KG
Y-GEN-1447,322.87,202404,KG
Y-GEN-1448,313.37,202403,KG
Y-GEN-1448,355.78,202404,KG
Y-GEN-1449,244.15,202403,KG
Y-GEN-1449,310.54,202404,KG
Y-GEN-1450,429.03,202403,KG
Y-GEN-1450,481.46,202404,KG
Y-GEN-1451,274.35,202403,KG
Y-GEN-1451,270.71,202404,KG
Y-GEN-1452,401.37,202403,KG
Y-GEN-1452,487.4,202404,KG
Y-GEN-1453,261.64,202403,KG
Y-GEN-1453,266.51,202404,KG
Y-GEN-1454,387.87,202403,KG
Y-GEN-1454,409.54,202404,KG
Y-GEN-1455,218.17,202403,KG
Y-GEN-1455,262.14,202404,KG
Y-GEN-1456,322.08,202403,KG
Y-GEN-1456,315.88,202404,KG
Y-GEN-1457,302.67,202403,KG
Y-GEN-1457,392.55,202404,KG
Y-GEN-1458,311.27,202403,KG
Y-GEN-1458,328.79,202404,KG
Y-GEN-1459,393.41,202403,KG
Y-GEN-1459,409.33,202404,KG
Y-GEN-1460,448.39,202403,KG
Y-GEN-1460,546.43,202404,KG
Y-GEN-1461,415.52,202403,KG
Y-GEN-1461,432.35,202404,KG
Y-GEN-1462,138.72,202403,KG
Y-GEN-1462,148.08,202404,KG
Y-GEN-1463,318.53,202403,KG
Y-GEN-1463,321.1,202404,KG
Y-GEN-1464,234.55,202403,KG
Y-GEN-1464,248.63,202404,KG
Y-GEN-1465,176.4,202403,KG
Y-GEN-1465,221.99,202404,KG
Y-GEN-1466,319.53,202403,KG
Y-GEN-1466,387.3,202404,KG
Y-GEN-1467,327.82,202403,KG
Y-GEN-1467,313.55,202404,KG
Y-GEN-1468,242.78,202403,KG
Y-GEN-1468,233.66,202404,KG
Y-GEN-1469,137.74,202403,KG
Y-GEN-1469,178.58,202404,KG
Y-GEN-1470,270.95,202403,KG
Y-GEN-1470,306.04,202404,KG
Y-GEN-1471,414.66,202403,KG
Y-GEN-1471,523.14,202404,KG
Y-GEN-1472,294.09,202403,KG
Y-GEN-1472,352.34,202404,KG
Y-GEN-1473,294.02,202403,KG
Y-GEN-1473,323.44,202404,KG
Y-GEN-1474,383.51,202403,KG
Y-GEN-1474,488.95,202404,KG
Y-GEN-1475,375.58,202403,KG
Y-GEN-1475,382.86,202404,KG
Y-GEN-1476,162.45,202403,KG
Y-GEN-1476,183.15,202404,KG
Y-GEN-1477,287.79,202403,KG
Y-GEN-1477,335.5,202404,KG
Y-GEN-1478,359.73,202403,KG
Y-GEN-1478,426.93,202404,KG
Y-GEN-1479,346.1,202403,KG
Y-GEN-1479,449.48,202404,KG
Y-GEN-1480,169.79,202403,KG
Y-GEN-1480,217.23,202404,KG
Y-GEN-1481,440140.0,202403,TO
Y-GEN-1481,567440.0,202404,TO
Y-GEN-1482,304.32,202403,KG
Y-GEN-1482,346.41,202404,KG
Y-GEN-1483,237.39,202403,KG
Y-GEN-1483,296.64,202404,KG
Y-GEN-1484,182.82,202403,KG
Y-GEN-1484,211.82,202404,KG
Y-GEN-1485,319.86,202403,KG
Y-GEN-1485,360.5,202404,KG
Y-GEN-1486,152.36,202403,KG
Y-GEN-1486,182.32,202404,KG
Y-GEN-1487,127.76,202403,KG
Y-GEN-1487,130.77,202404,KG
Y-GEN-1488,379.84,202403,KG
Y-GEN-1488,464.77,202404,KG
Y-GEN-1489,402.43,202403,KG
Y-GEN-1489,499.86,202404,KG
Y-GEN-1490,208.78,202403,KG
Y-GEN-1490,203.23,202404,KG
Y-GEN-1491,216.28,202403,KG
Y-GEN-1491,264.87,202404,KG
Y-GEN-1492,349.34,202403,KG
Y-GEN-1492,339.6,202404,KG
Y-GEN-1493,187.95,202403,KG
Y-GEN-1493,212.29,202404,KG
Y-GEN-1494,390.27,202403,KG
Y-GEN-1494,473.82,202404,KG
Y-GEN-1495,178.87,202403,KG
Y-GEN-1495,208.13,202404,KG
Y-GEN-1496,321.14,202403,KG
Y-GEN-1496,381.38,202404,KG
Y-GEN-1497,358.49,202403,KG
Y-GEN-1497,345.65,202404,KG
Y-GEN-1498,272.96,202403,KG
Y-GEN-1498,284.67,202404,KG
Y-GEN-1499,322.7,202403,KG
Y-GEN-1499,398.08,202404,KG
Y-GEN-1500,158.17,202403,KG
Y-GEN-1500,192.14,202404,KG
Y-GEN-1501,124.57,202403,KG
Y-GEN-1501,142.7,202404,KG
Y-GEN-1502,255.13,202403,KG
Y-GEN-1502,315.46,202404,KG
Y-GEN-1503,408.87,202403,KG
Y-GEN-1503,492.05,202404,KG
Y-GEN-1504,300.06,202403,KG
Y-GEN-1504,342.88,202404,KG
Y-GEN-1505,409.03,202403,KG
Y-GEN-1505,526.65,202404,KG
Y-GEN-1506,318.98,202403,KG
Y-GEN-1506,315.12,202404,KG
Y-GEN-1507,158.82,202403,KG
Y-GEN-1507,179.15,202404,KG
Y-GEN-1508,218.86,202403,KG
Y-GEN-1508,244.95,202404,KG
Y-GEN-1509,207.84,202403,KG
Y-GEN-1509,237.59,202404,KG
Y-GEN-1510,217.79,202403,KG
Y-GEN-1510,209.36,202404,KG
Y-GEN-1511,378.68,202403,KG
Y-GEN-1511,371.7,202404,KG
Y-GEN-1512,389.19,202403,KG
Y-GEN-1512,408.34,202404,KG
Y-GEN-1513,419.55,202403,KG
Y-GEN-1513,533.02,202404,KG
Y-GEN-1514,373.57,202403,KG
Y-GEN-1514,381.28,202404,KG
Y-GEN-1515,428.23,202403,KG
Y-GEN-1515,498.64,202404,KG
Y-GEN-1516,260.17,202403,KG
Y-GEN-1516,300.29,202404,KG
Y-GEN-1517,140.02,202403,KG
Y-GEN-1517,175.83,202404,KG
Y-GEN-1518,132930.0,202403,TO
Y-GEN-1518,140890.0,202404,TO
Y-GEN-1519,125.54,202403,KG
Y-GEN-1519,138.09,202404,KG
Y-GEN-1520,164.34,202403,KG
Y-GEN-1520,184.4,202404,KG
Y-GEN-1521,445.58,202403,KG
Y-GEN-1521,509.5,202404,KG
Y-GEN-1522,313.06,202403,KG
Y-GEN-1522,342.37,202404,KG
Y-GEN-1523,410.04,202403,KG
Y-GEN-1523,398.08,202404,KG
Y-GEN-1524,266.68,202403,KG
Y-GEN-1524,292.76,202404,KG
Y-GEN-1525,253.87,202403,KG
Y-GEN-1525,295.5,202404,KG
Y-GEN-1526,203.73,202403,KG
Y-GEN-1526,237.95,202404,KG
Y-GEN-1527,413.86,202403,KG
Y-GEN-1527,525.1,202404,KG
Y-GEN-1528,343.75,202403,KG
Y-GEN-1528,371.16,202404,KG
Y-GEN-1529,275.06,202403,KG
Y-GEN-1529,297.06,202404,KG
Y-GEN-1530,333.14,202403,KG
Y-GEN-1530,388.54,202404,KG
Y-GEN-1531,257.51,202403,KG
Y-GEN-1531,259.54,202404,KG
Y-GEN-1532,386.47,202403,KG
Y-GEN-1532,460.18,202404,KG
Y-GEN-1533,353.9,202403,KG
Y-GEN-1533,410.99,202404,KG
Y-GEN-1534,305.02,202403,KG
Y-GEN-1534,372.16,202404,KG
Y-GEN-1535,221.28,202403,KG
Y-GEN-1535,245.04,202404,KG
Y-GEN-1536,327.57,202403,KG
Y-GEN-1536,374.92,202404,KG
Y-GEN-1537,342.02,202403,KG
Y-GEN-1537,434.22,202404,KG
Y-GEN-1538,133.78,202403,KG
Y-GEN-1538,137.61,202404,KG
Y-GEN-1539,136.86,202403,KG
Y-GEN-1539,175.83,202404,KG
Y-GEN-1540,266.51,202403,KG
Y-GEN-1540,289.88,202404,KG
Y-GEN-1541,131.14,202403,KG
Y-GEN-1541,162.52,202404,KG
Y-GEN-1542,406.43,202403,KG
Y-GEN-1542,432.72,202404,KG
Y-GEN-1543,188.84,202403,KG
Y-GEN-1543,237.07,202404,KG
Y-GEN-1544,212.46,202403,KG
Y-GEN-1544,234.48,202404,KG
Y-GEN-1545,386.68,202403,KG
Y-GEN-1545,368.23,202404,KG
Y-GEN-1546,258.51,202403,KG
Y-GEN-1546,304.4,202404,KG
Y-GEN-1547,432.72,202403,KG
Y-GEN-1547,554.47,202404,KG
Y-GEN-1548,183.83,202403,KG
Y-GEN-1548,179.42,202404,KG
Y-GEN-1549,274.48,202403,KG
Y-GEN-1549,302.18,202404,KG
Y-GEN-1550,395.22,202403,KG
Y-GEN-1550,493.6,202404,KG
Y-GEN-1551,169.18,202403,KG
Y-GEN-1551,201.92,202404,KG
Y-GEN-1552,139.2,202403,KG
Y-GEN-1552,165.04,202404,KG
Y-GEN-1553,355.0,202403,KG
Y-GEN-1553,414.68,202404,KG
Y-GEN-1554,425.36,202403,KG
Y-GEN-1554,528.45,202404,KG
Y-GEN-1555,310520.0,202403,TO
Y-GEN-1555,333570.0,202404,TO
Y-GEN-1556,154.29,202403,KG
Y-GEN-1556,148.23,202404,KG
Y-GEN-1557,174.66,202403,KG
Y-GEN-1557,217.42,202404,KG
Y-GEN-1558,193.79,202403,KG
Y-GEN-1558,240.93,202404,KG
Y-GEN-1559,145.67,202403,KG
Y-GEN-1559,148.6,202404,KG
Y-GEN-1560,215.35,202403,KG
Y-GEN-1560,213.2,202404,KG
Y-GEN-1561,126.93,202403,KG
Y-GEN-1561,135.65,202404,KG
Y-GEN-1562,164.39,202403,KG
Y-GEN-1562,182.78,202404,KG
Y-GEN-1563,175.18,202403,KG
Y-GEN-1563,216.74,202404,KG
Y-GEN-1564,413.54,202403,KG
Y-GEN-1564,486.52,202404,KG
Y-GEN-1565,382.7,202403,KG
Y-GEN-1565,424.75,202404,KG
Y-GEN-1566,377.24,202403,KG
Y-GEN-1566,415.62,202404,KG
Y-GEN-1567,402.61,202403,KG
Y-GEN-1567,427.32,202404,KG
Y-GEN-1568,354.74,202403,KG
Y-GEN-1568,433.76,202404,KG
Y-GEN-1569,418.36,202403,KG
Y-GEN-1569,413.9,202404,KG
Y-GEN-1570,173.55,202403,KG
Y-GEN-1570,195.02,202404,KG
Y-GEN-1571,417.82,202403,KG
Y-GEN-1571,479.01,202404,KG
Y-GEN-1572,383.71,202403,KG
Y-GEN-1572,452.76,202404,KG
Y-GEN-1573,215.73,202403,KG
Y-GEN-1573,227.45,202404,KG
Y-GEN-1574,407.21,202403,KG
Y-GEN-1574,407.18,202404,KG
Y-GEN-1575,423.29,202403,KG
Y-GEN-1575,403.19,202404,KG
Y-GEN-1576,380.63,202403,KG
Y-GEN-1576,405.81,202404,KG
Y-GEN-1577,245.63,202403,KG
Y-GEN-1577,313.89,202404,KG
Y-GEN-1578,338.35,202403,KG
Y-GEN-1578,346.44,202404,KG
Y-GEN-1579,176.38,202403,KG
Y-GEN-1579,203.12,202404,KG
Y-GEN-1580,255.27,202403,KG
Y-GEN-1580,251.93,202404,KG
Y-GEN-1581,202.5,202403,KG
Y-GEN-1581,245.01,202404,KG
Y-GEN-1582,383.8,202403,KG
Y-GEN-1582,383.79,202404,KG
Y-GEN-1583,295.99,202403,KG
Y-GEN-1583,349.84,202404,KG
Y-GEN-1584,431.57,202403,KG
Y-GEN-1584,532.31,202404,KG
Y-GEN-1585,431.09,202403,KG
Y-GEN-1585,543.84,202404,KG
Y-GEN-1586,378.12,202403,KG
Y-GEN-1586,382.59,202404,KG
Y-GEN-1587,445.67,202403,KG
Y-GEN-1587,503.58,202404,KG
Y-GEN-1588,267.23,202403,KG
Y-GEN-1588,318.54,202404,KG
Y-GEN-1589,327.06,202403,KG
Y-GEN-1589,370.85,202404,KG
Y-GEN-1590,133.29,202403,KG
Y-GEN-1590,159.09,202404,KG
Y-GEN-1591,188.16,202403,KG
Y-GEN-1591,234.96,202404,KG
Y-GEN-1592,432310.0,202403,TO
Y-GEN-1592,529400.0,202404,TO
Y-GEN-1593,382.79,202403,KG
Y-GEN-1593,431.12,202404,KG
Y-GEN-1594,327.06,202403,KG
Y-GEN-1594,373.6,202404,KG
Y-GEN-1595,134.29,202403,KG
Y-GEN-1595,143.81,202404,KG
Y-GEN-1596,150.85,202403,KG
Y-GEN-1596,168.01,202404,KG
Y-GEN-1597,403.57,202403,KG
Y-GEN-1597,502.82,202404,KG
Y-GEN-1598,447.95,202403,KG
Y-GEN-1598,453.45,202404,KG
Y-GEN-1599,151.85,202403,KG
Y-GEN-1599,167.56,202404,KG
Y-GEN-1600,251.84,202403,KG
Y-GEN-1600,264.25,202404,KG
Y-GEN-1601,156.49,202403,KG
Y-GEN-1601,170.7,202404,KG
Y-GEN-1602,230.29,202403,KG
Y-GEN-1602,283.84,202404,KG
Y-GEN-1603,301.02,202403,KG
Y-GEN-1603,292.15,202404,KG
Y-GEN-1604,378.6,202403,KG
Y-GEN-1604,428.9,202404,KG
Y-GEN-1605,144.57,202403,KG
Y-GEN-1605,171.98,202404,KG
Y-GEN-1606,385.62,202403,KG
Y-GEN-1606,424.01,202404,KG
Y-GEN-1607,408.1,202403,KG
Y-GEN-1607,477.57,202404,KG
Y-GEN-1608,404.51,202403,KG
Y-GEN-1608,489.64,202404,KG
Y-GEN-1609,140.79,202403,KG
Y-GEN-1609,140.89,202404,KG
Y-GEN-1610,155.08,202403,KG
Y-GEN-1610,154.75,202404,KG
Y-GEN-1611,298.01,202403,KG
Y-GEN-1611,375.71,202404,KG
Y-GEN-1612,221.62,202403,KG
Y-GEN-1612,272.4,202404,KG
Y-GEN-1613,373.21,202403,KG
Y-GEN-1613,385.43,202404,KG
Y-GEN-1614,272.08,202403,KG
Y-GEN-1614,288.13,202404,KG
Y-GEN-1615,404.89,202403,KG
Y-GEN-1615,425.06,202404,KG
Y-GEN-1616,308.41,202403,KG
Y-GEN-1616,367.98,202404,KG
Y-GEN-1617,195.01,202403,KG
Y-GEN-1617,229.39,202404,KG
Y-GEN-1618,308.22,202403,KG
Y-GEN-1618,347.39,202404,KG
Y-GEN-1619,351.93,202403,KG
Y-GEN-1619,354.9,202404,KG
Y-GEN-1620,443.01,202403,KG
Y-GEN-1620,508.09,202404,KG
Y-GEN-1621,191.55,202403,KG
Y-GEN-1621,226.28,202404,KG
Y-GEN-1622,361.88,202403,KG
Y-GEN-1622,433.24,202404,KG
Y-GEN-1623,305.45,202403,KG
Y-GEN-1623,299.95,202404,KG
Y-GEN-1624,275.08,202403,KG
Y-GEN-1624,287.06,202404,KG
Y-GEN-1625,386.35,202403,KG
Y-GEN-1625,381.37,202404,KG
Y-GEN-1626,379.91,202403,KG
Y-GEN-1626,403.03,202404,KG
Y-GEN-1627,275.21,202403,KG
Y-GEN-1627,316.13,202404,KG
Y-GEN-1628,243.59,202403,KG
Y-GEN-1628,304.94,202404,KG
Y-GEN-1629,140100.0,202403,TO
Y-GEN-1629,146130.0,202404,TO
Y-GEN-1630,383.54,202403,KG
Y-GEN-1630,410.42,202404,KG
Y-GEN-1631,296.98,202403,KG
Y-GEN-1631,340.97,202404,KG
Y-GEN-1632,253.43,202403,KG
Y-GEN-1632,250.55,202404,KG
Y-GEN-1633,342.12,202403,KG
Y-GEN-1633,424.4,202404,KG
Y-GEN-1634,360.55,202403,KG
Y-GEN-1634,403.83,202404,KG
Y-GEN-1635,341.29,202403,KG
Y-GEN-1635,404.14,202404,KG
Y-GEN-1636,387.7,202403,KG
Y-GEN-1636,383.12,202404,KG
Y-GEN-1637,388.38,202403,KG
Y-GEN-1637,446.75,202404,KG
Y-GEN-1638,207.66,202403,KG
Y-GEN-1638,218.72,202404,KG
Y-GEN-1639,234.61,202403,KG
Y-GEN-1639,229.38,202404,KG
Y-GEN-1640,388.91,202403,KG
Y-GEN-1640,474.4,202404,KG
Y-GEN-1641,257.05,202403,KG
Y-GEN-1641,289.22,202404,KG
Y-GEN-1642,394.33,202403,KG
Y-GEN-1642,416.83,202404,KG
Y-GEN-1643,343.59,202403,KG
Y-GEN-1643,437.01,202404,KG
Y-GEN-1644,242.36,202403,KG
Y-GEN-1644,298.42,202404,KG
Y-GEN-1645,387.15,202403,KG
Y-GEN-1645,463.06,202404,KG
Y-GEN-1646,239.58,202403,KG
Y-GEN-1646,246.05,202404,KG
Y-GEN-1647,242.15,202403,KG
Y-GEN-1647,273.49,202404,KG
Y-GEN-1648,274.11,202403,KG
Y-GEN-1648,316.3,202404,KG
Y-GEN-1649,224.2,202403,KG
Y-GEN-1649,213.23,202404,KG
Y-GEN-1650,390.48,202403,KG
Y-GEN-1650,505.9,202404,KG
Y-GEN-1651,212.51,202403,KG
Y-GEN-1651,209.26,202404,KG
Y-GEN-1652,291.44,202403,KG
Y-GEN-1652,342.42,202404,KG
Y-GEN-1653,148.85,202403,KG
Y-GEN-1653,157.32,202404,KG
Y-GEN-1654,379.87,202403,KG
Y-GEN-1654,442.22,202404,KG
Y-GEN-1655,175.95,202403,KG
Y-GEN-1655,205.18,202404,KG
Y-GEN-1656,346.07,202403,KG
Y-GEN-1656,352.4,202404,KG
Y-GEN-1657,255.05,202403,KG
Y-GEN-1657,257.29,202404,KG
Y-GEN-1658,268.71,202403,KG
Y-GEN-1658,289.75,202404,KG
Y-GEN-1659,432.91,202403,KG
Y-GEN-1659,495.16,202404,KG
Y-GEN-1660,236.48,202403,KG
Y-GEN-1660,290.42,202404,KG
Y-GEN-1661,356.32,202403,KG
Y-GEN-1661,412.38,202404,KG
Y-GEN-1662,269.92,202403,KG
Y-GEN-1662,297.19,202404,KG
Y-GEN-1663,219.24,202403,KG
Y-GEN-1663,265.34,202404,KG
Y-GEN-1664,387.97,202403,KG
Y-GEN-1664,480.94,202404,KG
Y-GEN-1665,338.0,202403,KG
Y-GEN-1665,326.78,202404,KG
Y-GEN-1666,202380.0,202403,TO
Y-GEN-1666,247900.0,202404,TO
Y-GEN-1667,320.89,202403,KG
Y-GEN-1667,378.06,202404,KG
Y-GEN-1668,430.74,202403,KG
Y-GEN-1668,498.91,202404,KG
Y-GEN-1669,244.93,202403,KG
Y-GEN-1669,271.86,202404,KG
Y-GEN-1670,297.74,202403,KG
Y-GEN-1670,299.31,202404,KG
Y-GEN-1671,250.87,202403,KG
Y-GEN-1671,245.29,202404,KG
Y-GEN-1672,287.35,202403,KG
Y-GEN-1672,361.48,202404,KG
Y-GEN-1673,228.12,202403,KG
Y-GEN-1673,218.69,202404,KG
Y-GEN-1674,133.67,202403,KG
Y-GEN-1674,132.96,202404,KG
Y-GEN-1675,307.87,202403,KG
Y-GEN-1675,325.46,202404,KG
Y-GEN-1676,404.5,202403,KG
Y-GEN-1676,497.29,202404,KG
Y-GEN-1677,157.99,202403,KG
Y-GEN-1677,200.63,202404,KG
Y-GEN-1678,392.86,202403,KG
Y-GEN-1678,471.96,202404,KG
Y-GEN-1679,372.2,202403,KG
Y-GEN-1679,355.83,202404,KG
Y-GEN-1680,378.49,202403,KG
Y-GEN-1680,385.53,202404,KG
Y-GEN-1681,364.89,202403,KG
Y-GEN-1681,448.37,202404,KG
Y-GEN-1682,200.61,202403,KG
Y-GEN-1682,217.89,202404,KG
Y-GEN-1683,199.84,202403,KG
Y-GEN-1683,231.65,202404,KG
Y-GEN-1684,302.25,202403,KG
Y-GEN-1684,341.61,202404,KG
Y-GEN-1685,315.36,202403,KG
Y-GEN-1685,346.62,202404,KG
Y-GEN-1686,295.09,202403,KG
Y-GEN-1686,330.18,202404,KG
Y-GEN-1687,438.92,202403,KG
Y-GEN-1687,459.35,202404,KG
Y-GEN-1688,289.0,202403,KG
Y-GEN-1688,362.48,202404,KG
Y-GEN-1689,345.96,202403,KG
Y-GEN-1689,437.92,202404,KG
