fabric_code,prod_plant_code
FAB-W5084,7100
FAB-W5085,9200
FAB-W5086,6100
FAB-W5087,7200
FAB-W5088,9100
FAB-W5089,6200
FAB-W5090,7100
FAB-W5091,9200
FAB-W5092,6100
FAB-W5093,7200
FAB-W5094,9100
FAB-W5095,6200
FAB-W5096,7100
FAB-W5097,9200
FAB-W5098,6100
FAB-W5099,7200
FAB-W5100,9100
FAB-W5101,6200
FAB-W5102,7100
FAB-W5103,9200
FAB-W5104,6100
FAB-W5105,7200
FAB-W5106,9100
FAB-W5107,6200
FAB-W5108,7100
FAB-W5109,9200
FAB-W5110,6100
FAB-W5111,7200
FAB-W5112,9100
FAB-W5113,6200
FAB-W5114,7100
FAB-W5115,9200
FAB-W5116,6100
FAB-W5117,7200
FAB-W5118,9100
FAB-W5119,6200
FAB-W5120,7100
FAB-W5121,9200
FAB-W5122,6100
FAB-W5123,7200
FAB-W5124,9100
FAB-W5125,6200
FAB-W5126,7100
FAB-W5127,9200
FAB-W5128,6100
FAB-W5129,7200
FAB-W5130,9100
FAB-W5131,6200
FAB-W5132,7100
FAB-W5133,9200
FAB-W5134,6100
FAB-W5135,7200
FAB-W5136,9100
FAB-W5137,6200
FAB-W5138,7100
FAB-W5139,9200
FAB-W5140,6100
FAB-W5141,7200
FAB-W5142,9100
FAB-W5143,6200
FAB-W5144,7100
FAB-W5145,9200
FAB-W5146,6100
FAB-W5147,7200
FAB-W5148,9100
FAB-W5149,6200
FAB-W5150,7100
FAB-W5151,9200
FAB-W5152,6100
FAB-W5153,7200
FAB-W5154,9100
FAB-W5155,6200
FAB-W5156,7100
FAB-W5157,9200
FAB-W5158,6100
FAB-W5159,7200
FAB-W5160,9100
FAB-W5161,6200
FAB-W5162,7100
FAB-W5163,9200
FAB-W5164,6100
FAB-W5165,7200
FAB-W5166,9100
FAB-W5167,6200
FAB-W5168,7100
FAB-W5169,9200
FAB-W5170,6100
FAB-W5171,7200
FAB-W5172,9100
FAB-W5173,6200
FAB-W5174,7100
FAB-W5175,9200
FAB-W5176,6100
FAB-W5177,7200
FAB-W5178,9100
FAB-W5179,6200
FAB-W5180,7100
FAB-W5181,9200
FAB-W5182,6100
FAB-W5183,7200
FAB-W5184,9100
FAB-W5185,6200
FAB-W5186,7100
FAB-W5187,9200
FAB-W5188,6100
FAB-W5189,7200
FAB-W5190,9100
FAB-W5191,6200
FAB-W5192,7100
FAB-W5193,9200
FAB-W5194,6100
FAB-W5195,7200
FAB-W5196,9100
FAB-W5197,6200
FAB-W5198,7100
FAB-W5199,9200
FAB-W5200,6100
FAB-W5201,7200
FAB-W5202,9100
FAB-W5203,6200
FAB-W5204,7100
FAB-W5205,9200
FAB-W5206,6100
