fabric_code,product_category,distribution_channel,production_plant
FAB-W2540,DOMESTIC,CH02,7100
FAB-W2541,EXPORT,CH03,9100
FAB-W2542,DOMESTIC,CH04,6100
FAB-W2543,EXPORT,CH01,7100
FAB-W2544,DOMESTIC,CH02,9100
FAB-W2545,EXPORT,CH03,6100
FAB-W2546,DOMESTIC,CH04,7100
FAB-W2547,EXPORT,CH01,9100
FAB-W2548,DOMESTIC,CH02,6100
FAB-W2549,EXPORT,CH03,7100
FAB-W2550,DOMESTIC,CH04,9100
FAB-W2551,EXPORT,CH01,6100
FAB-W2552,DOMESTIC,CH02,7100
FAB-W2553,EXPORT,CH03,9100
FAB-W2554,DOMESTIC,CH04,6100
FAB-W2555,EXPORT,CH01,7100
FAB-W2556,DOMESTIC,CH02,9100
FAB-W2557,EXPORT,CH03,6100
FAB-W2558,DOMESTIC,CH04,7100
FAB-W2559,EXPORT,CH01,9100
FAB-W2560,DOMESTIC,CH02,6100
FAB-W2561,EXPORT,CH03,7100
FAB-W2562,DOMESTIC,CH04,9100
FAB-W2563,EXPORT,CH01,6100
FAB-W2564,DOMESTIC,CH02,7100
FAB-W2565,EXPORT,CH03,9100
FAB-W2566,DOMESTIC,CH04,6100
FAB-W2567,EXPORT,CH01,7100
FAB-W2568,DOMESTIC,CH02,9100
FAB-W2569,EXPORT,CH03,6100
FAB-W2570,DOMESTIC,CH04,7100
FAB-W2571,EXPORT,CH01,9100
FAB-W2572,DOMESTIC,CH02,6100
FAB-W2573,EXPORT,CH03,7100
FAB-W2574,DOMESTIC,CH04,9100
FAB-W2575,EXPORT,CH01,6100
FAB-W2576,DOMESTIC,CH02,7100
FAB-W2577,EXPORT,CH03,9100
FAB-W2578,DOMESTIC,CH04,6100
FAB-W2579,EXPORT,CH01,7100
FAB-W2580,DOMESTIC,CH02,9100
FAB-W2581,EXPORT,CH03,6100
FAB-W2582,DOMESTIC,CH04,7100
FAB-W2583,EXPORT,CH01,9100
FAB-W2584,DOMESTIC,CH02,6100
FAB-W2585,EXPORT,CH03,7100
FAB-W2586,DOMESTIC,CH04,9100
FAB-W2587,EXPORT,CH01,6100
FAB-W2588,DOMESTIC,CH02,7100
FAB-W2589,EXPORT,CH03,9100
FAB-W2590,DOMESTIC,CH04,6100
FAB-W2591,EXPORT,CH01,7100
FAB-W2592,DOMESTIC,CH02,9100
FAB-W2593,EXPORT,CH03,6100
FAB-W2594,DOMESTIC,CH04,7100
FAB-W2595,EXPORT,CH01,9100
FAB-W2596,DOMESTIC,CH02,6100
FAB-W2597,EXPORT,CH03,7100
FAB-W2598,DOMESTIC,CH04,9100
FAB-W2599,EXPORT,CH01,6100
FAB-W2600,DOMESTIC,CH02,7100
FAB-W2601,EXPORT,CH03,9100
FAB-W2602,DOMESTIC,CH04,6100
FAB-W2603,EXPORT,CH01,7100
FAB-W2604,DOMESTIC,CH02,9100
FAB-W2605,EXPORT,CH03,6100
FAB-W2606,DOMESTIC,CH04,7100
FAB-W2607,EXPORT,CH01,9100
FAB-W2608,DOMESTIC,CH02,6100
FAB-W2609,EXPORT,CH03,7100
FAB-W2610,DOMESTIC,CH04,9100
FAB-W2611,EXPORT,CH01,6100
FAB-W2612,DOMESTIC,CH02,7100
FAB-W2613,EXPORT,CH03,9100
FAB-W2614,DOMESTIC,CH04,6100
FAB-W2615,EXPORT,CH01,7100
FAB-W2616,DOMESTIC,CH02,9100
FAB-W2617,EXPORT,CH03,6100
FAB-W2618,DOMESTIC,CH04,7100
FAB-W2619,EXPORT,CH01,9100
FAB-W2620,DOMESTIC,CH02,6100
FAB-W2621,EXPORT,CH03,7100
FAB-W2622,DOMESTIC,CH04,9100
FAB-W2623,EXPORT,CH01,6100
FAB-W2624,DOMESTIC,CH02,7100
FAB-W2625,EXPORT,CH03,9100
FAB-W2626,DOMESTIC,CH04,6100
FAB-W2627,EXPORT,CH01,7100
FAB-W2628,DOMESTIC,CH02,9100
FAB-W2629,EXPORT,CH03,6100
FAB-W2630,DOMESTIC,CH04,7100
FAB-W2631,EXPORT,CH01,9100
FAB-W2632,DOMESTIC,CH02,6100
FAB-W2633,EXPORT,CH03,7100
FAB-W2634,DOMESTIC,CH04,9100
FAB-W2635,EXPORT,CH01,6100
FAB-W2636,DOMESTIC,CH02,7100
FAB-W2637,EXPORT,CH03,9100
FAB-W2638,DOMESTIC,CH04,6100
FAB-W2639,EXPORT,CH01,7100
FAB-W2640,DOMESTIC,CH02,9100
FAB-W2641,EXPORT,CH03,6100
FAB-W2642,DOMESTIC,CH04,7100
FAB-W2643,EXPORT,CH01,9100
FAB-W2644,DOMESTIC,CH02,6100
FAB-W2645,EXPORT,CH03,7100
FAB-W2646,DOMESTIC,CH04,9100
FAB-W2647,EXPORT,CH01,6100
FAB-W2648,DOMESTIC,CH02,7100
FAB-W2649,EXPORT,CH03,9100
FAB-W2650,DOMESTIC,CH04,6100
FAB-W2651,EXPORT,CH01,7100
FAB-W2652,DOMESTIC,CH02,9100
FAB-W2653,EXPORT,CH03,6100
FAB-W2654,DOMESTIC,CH04,7100
FAB-W2655,EXPORT,CH01,9100
FAB-W2656,DOMESTIC,CH02,6100
FAB-W2657,EXPORT,CH03,7100
FAB-W2658,DOMESTIC,CH04,9100
FAB-W2659,EXPORT,CH01,6100
FAB-W2660,DOMESTIC,CH02,7100
FAB-W2661,EXPORT,CH03,9100
FAB-W2662,DOMESTIC,CH04,6100
FAB-W2663,EXPORT,CH01,7100
FAB-W2664,DOMESTIC,CH02,9100
FAB-W2665,EXPORT,CH03,6100
FAB-W2666,DOMESTIC,CH04,7100
FAB-W2667,EXPORT,CH01,9100
FAB-W2668,DOMESTIC,CH02,6100
FAB-W2669,EXPORT,CH03,7100
FAB-W2670,DOMESTIC,CH04,9100
FAB-W2671,EXPORT,CH01,6100
FAB-W2672,DOMESTIC,CH02,7100
FAB-W2673,EXPORT,CH03,9100
FAB-W2674,DOMESTIC,CH04,6100
FAB-W2675,EXPORT,CH01,7100
FAB-W2676,DOMESTIC,CH02,9100
FAB-W2677,EXPORT,CH03,6100
FAB-W2678,DOMESTIC,CH04,7100
FAB-W2679,EXPORT,CH01,9100
FAB-W2680,DOMESTIC,CH02,6100
FAB-W2681,EXPORT,CH03,7100
FAB-W2682,DOMESTIC,CH04,9100
FAB-W2683,EXPORT,CH01,6100
FAB-W2684,DOMESTIC,CH02,7100
FAB-W2685,EXPORT,CH03,9100
FAB-W2686,DOMESTIC,CH04,6100
FAB-W2687,EXPORT,CH01,7100
FAB-W2688,DOMESTIC,CH02,9100
FAB-W2689,EXPORT,CH03,6100
FAB-W2690,DOMESTIC,CH04,7100
FAB-W2691,EXPORT,CH01,9100
FAB-W2692,DOMESTIC,CH02,6100
FAB-W2693,EXPORT,CH03,7100
FAB-W2694,DOMESTIC,CH04,9100
FAB-W2695,EXPORT,CH01,6100
FAB-W2696,DOMESTIC,CH02,7100
FAB-W2697,EXPORT,CH03,9100
FAB-W2698,DOMESTIC,CH04,6100
FAB-W2699,EXPORT,CH01,7100
FAB-W2700,DOMESTIC,CH02,9100
FAB-W2701,EXPORT,CH03,6100
FAB-W2702,DOMESTIC,CH04,7100
FAB-W2703,EXPORT,CH01,9100
FAB-W2704,DOMESTIC,CH02,6100
FAB-W2705,EXPORT,CH03,7100
FAB-W2706,DOMESTIC,CH04,9100
FAB-W2707,EXPORT,CH01,6100
FAB-W2708,DOMESTIC,CH02,7100
FAB-W2709,EXPORT,CH03,9100
FAB-W2710,DOMESTIC,CH04,6100
FAB-W2711,EXPORT,CH01,7100
FAB-W2712,DOMESTIC,CH02,9100
FAB-W2713,EXPORT,CH03,6100
FAB-W2714,DOMESTIC,CH04,7100
FAB-W2715,EXPORT,CH01,9100
FAB-W2716,DOMESTIC,CH02,6100
FAB-W2717,EXPORT,CH03,7100
FAB-W2718,DOMESTIC,CH04,9100
FAB-W2719,EXPORT,CH01,6100
FAB-W2720,DOMESTIC,CH02,7100
FAB-W2721,EXPORT,CH03,9100
FAB-W2722,DOMESTIC,CH04,6100
FAB-W2723,EXPORT,CH01,7100
FAB-W2724,DOMESTIC,CH02,9100
FAB-W2725,EXPORT,CH03,6100
FAB-W2726,DOMESTIC,CH04,7100
FAB-W2727,EXPORT,CH01,9100
FAB-W2728,DOMESTIC,CH02,6100
FAB-W2729,EXPORT,CH03,7100
FAB-W2730,DOMESTIC,CH04,9100
FAB-W2731,EXPORT,CH01,6100
FAB-W2732,DOMESTIC,CH02,7100
FAB-W2733,EXPORT,CH03,9100
FAB-W2734,DOMESTIC,CH04,6100
FAB-W2735,EXPORT,CH01,7100
FAB-W2736,DOMESTIC,CH02,9100
FAB-W2737,EXPORT,CH03,6100
FAB-W2738,DOMESTIC,CH04,7100
FAB-W2739,EXPORT,CH01,9100
FAB-W2740,DOMESTIC,CH02,6100
FAB-W2741,EXPORT,CH03,7100
FAB-W2742,DOMESTIC,CH04,9100
FAB-W2743,EXPORT,CH01,6100
FAB-W2744,DOMESTIC,CH02,7100
FAB-W2745,EXPORT,CH03,9100
FAB-W2746,DOMESTIC,CH04,6100
FAB-W2747,EXPORT,CH01,7100
FAB-W2748,DOMESTIC,CH02,9100
FAB-W2749,EXPORT,CH03,6100
FAB-W2750,DOMESTIC,CH04,7100
FAB-W2751,EXPORT,CH01,9100
FAB-W2752,DOMESTIC,CH02,6100
FAB-W2753,EXPORT,CH03,7100
FAB-W2754,DOMESTIC,CH04,9100
FAB-W2755,EXPORT,CH01,6100
FAB-W2756,DOMESTIC,CH02,7100
FAB-W2757,EXPORT,CH03,9100
FAB-W2758,DOMESTIC,CH04,6100
FAB-W2759,EXPORT,CH01,7100
FAB-W2760,DOMESTIC,CH02,9100
FAB-W2761,EXPORT,CH03,6100
FAB-W2762,DOMESTIC,CH04,7100
FAB-W2763,EXPORT,CH01,9100
FAB-W2764,DOMESTIC,CH02,6100
FAB-W2765,EXPORT,CH03,7100
FAB-W2766,DOMESTIC,CH04,9100
FAB-W2767,EXPORT,CH01,6100
FAB-W2768,DOMESTIC,CH02,7100
FAB-W2769,EXPORT,CH03,9100
FAB-W2770,DOMESTIC,CH04,6100
FAB-W2771,EXPORT,CH01,7100
FAB-W2772,DOMESTIC,CH02,9100
FAB-W2773,EXPORT,CH03,6100
FAB-W2774,DOMESTIC,CH04,7100
FAB-W2775,EXPORT,CH01,9100
FAB-W2776,DOMESTIC,CH02,6100
FAB-W2777,EXPORT,CH03,7100
FAB-W2778,DOMESTIC,CH04,9100
FAB-W2779,EXPORT,CH01,6100
FAB-W2780,DOMESTIC,CH02,7100
FAB-W2781,EXPORT,CH03,9100
FAB-W2782,DOMESTIC,CH04,6100
FAB-W2783,EXPORT,CH01,7100
FAB-W2784,DOMESTIC,CH02,9100
FAB-W2785,EXPORT,CH03,6100
FAB-W2786,DOMESTIC,CH04,7100
FAB-W2787,EXPORT,CH01,9100
FAB-W2788,DOMESTIC,CH02,6100
FAB-W2789,EXPORT,CH03,7100
FAB-W2790,DOMESTIC,CH04,9100
FAB-W2791,EXPORT,CH01,6100
FAB-W2792,DOMESTIC,CH02,7100
FAB-W2793,EXPORT,CH03,9100
FAB-W2794,DOMESTIC,CH04,6100
FAB-W2795,EXPORT,CH01,7100
FAB-W2796,DOMESTIC,CH02,9100
FAB-W2797,EXPORT,CH03,6100
FAB-W2798,DOMESTIC,CH04,7100
FAB-W2799,EXPORT,CH01,9100
FAB-W2800,DOMESTIC,CH02,6100
FAB-W2801,EXPORT,CH03,7100
FAB-W2802,DOMESTIC,CH04,9100
FAB-W2803,EXPORT,CH01,6100
FAB-W2804,DOMESTIC,CH02,7100
FAB-W2805,EXPORT,CH03,9100
FAB-W2806,DOMESTIC,CH04,6100
FAB-W2807,EXPORT,CH01,7100
FAB-W2808,DOMESTIC,CH02,9100
FAB-W2809,EXPORT,CH03,6100
FAB-W2810,DOMESTIC,CH04,7100
FAB-W2811,EXPORT,CH01,9100
FAB-W2812,DOMESTIC,CH02,6100
FAB-W2813,EXPORT,CH03,7100
FAB-W2814,DOMESTIC,CH04,9100
FAB-W2815,EXPORT,CH01,6100
FAB-W2816,DOMESTIC,CH02,7100
FAB-W2817,EXPORT,CH03,9100
FAB-W2818,DOMESTIC,CH04,6100
FAB-W2819,EXPORT,CH01,7100
FAB-W2820,DOMESTIC,CH02,9100
FAB-W2821,EXPORT,CH03,6100
FAB-W2822,DOMESTIC,CH04,7100
FAB-W2823,EXPORT,CH01,9100
FAB-W2824,DOMESTIC,CH02,6100
FAB-W2825,EXPORT,CH03,7100
FAB-W2826,DOMESTIC,CH04,9100
FAB-W2827,EXPORT,CH01,6100
FAB-W2828,DOMESTIC,CH02,7100
FAB-W2829,EXPORT,CH03,9100
FAB-W2830,DOMESTIC,CH04,6100
FAB-W2831,EXPORT,CH01,7100
FAB-W2832,DOMESTIC,CH02,9100
FAB-W2833,EXPORT,CH03,6100
FAB-W2834,DOMESTIC,CH04,7100
FAB-W2835,EXPORT,CH01,9100
FAB-W2836,DOMESTIC,CH02,6100
FAB-W2837,EXPORT,CH03,7100
FAB-W2838,DOMESTIC,CH04,9100
FAB-W2839,EXPORT,CH01,6100
FAB-W2840,DOMESTIC,CH02,7100
FAB-W2841,EXPORT,CH03,9100
FAB-W2842,DOMESTIC,CH04,6100
FAB-W2843,EXPORT,CH01,7100
FAB-W2844,DOMESTIC,CH02,9100
FAB-W2845,EXPORT,CH03,6100
FAB-W2846,DOMESTIC,CH04,7100
FAB-W2847,EXPORT,CH01,9100
FAB-W2848,DOMESTIC,CH02,6100
FAB-W2849,EXPORT,CH03,7100
FAB-W2850,DOMESTIC,CH04,9100
FAB-W2851,EXPORT,CH01,6100
FAB-W2852,DOMESTIC,CH02,7100
FAB-W2853,EXPORT,CH03,9100
FAB-W2854,DOMESTIC,CH04,6100
FAB-W2855,EXPORT,CH01,7100
FAB-W2856,DOMESTIC,CH02,9100
FAB-W2857,EXPORT,CH03,6100
FAB-W2858,DOMESTIC,CH04,7100
FAB-W2859,EXPORT,CH01,9100
FAB-W2860,DOMESTIC,CH02,6100
FAB-W2861,EXPORT,CH03,7100
FAB-W2862,DOMESTIC,CH04,9100
FAB-W2863,EXPORT,CH01,6100
FAB-W2864,DOMESTIC,CH02,7100
FAB-W2865,EXPORT,CH03,9100
FAB-W2866,DOMESTIC,CH04,6100
FAB-W2867,EXPORT,CH01,7100
FAB-W2868,DOMESTIC,CH02,9100
FAB-W2869,EXPORT,CH03,6100
FAB-W2870,DOMESTIC,CH04,7100
FAB-W2871,EXPORT,CH01,9100
FAB-W2872,DOMESTIC,CH02,6100
FAB-W2873,EXPORT,CH03,7100
FAB-W2874,DOMESTIC,CH04,9100
FAB-W2875,EXPORT,CH01,6100
FAB-W2876,DOMESTIC,CH02,7100
FAB-W2877,EXPORT,CH03,9100
FAB-W2878,DOMESTIC,CH04,6100
FAB-W2879,EXPORT,CH01,7100
FAB-W2880,DOMESTIC,CH02,9100
FAB-W2881,EXPORT,CH03,6100
FAB-W2882,DOMESTIC,CH04,7100
FAB-W2883,EXPORT,CH01,9100
FAB-W2884,DOMESTIC,CH02,6100
FAB-W2885,EXPORT,CH03,7100
FAB-W2886,DOMESTIC,CH04,9100
FAB-W2887,EXPORT,CH01,6100
FAB-W2888,DOMESTIC,CH02,7100
FAB-W2889,EXPORT,CH03,9100
FAB-W2890,DOMESTIC,CH04,6100
FAB-W2891,EXPORT,CH01,7100
FAB-W2892,DOMESTIC,CH02,9100
FAB-W2893,EXPORT,CH03,6100
FAB-W2894,DOMESTIC,CH04,7100
FAB-W2895,EXPORT,CH01,9100
FAB-W2896,DOMESTIC,CH02,6100
FAB-W2897,EXPORT,CH03,7100
FAB-W2898,DOMESTIC,CH04,9100
FAB-W2899,EXPORT,CH01,6100
FAB-W2900,DOMESTIC,CH02,7100
FAB-W2901,EXPORT,CH03,9100
FAB-W2902,DOMESTIC,CH04,6100
FAB-W2903,EXPORT,CH01,7100
FAB-W2904,DOMESTIC,CH02,9100
FAB-W2905,EXPORT,CH03,6100
FAB-W2906,DOMESTIC,CH04,7100
FAB-W2907,EXPORT,CH01,9100
FAB-W2908,DOMESTIC,CH02,6100
FAB-W2909,EXPORT,CH03,7100
FAB-W2910,DOMESTIC,CH04,9100
FAB-W2911,EXPORT,CH01,6100
FAB-W2912,DOMESTIC,CH02,7100
FAB-W2913,EXPORT,CH03,9100
FAB-W2914,DOMESTIC,CH04,6100
FAB-W2915,EXPORT,CH01,7100
FAB-W2916,DOMESTIC,CH02,9100
FAB-W2917,EXPORT,CH03,6100
FAB-W2918,DOMESTIC,CH04,7100
FAB-W2919,EXPORT,CH01,9100
FAB-W2920,DOMESTIC,CH02,6100
FAB-W2921,EXPORT,CH03,7100
FAB-W2922,DOMESTIC,CH04,9100
FAB-W2923,EXPORT,CH01,6100
FAB-W2924,DOMESTIC,CH02,7100
FAB-W2925,EXPORT,CH03,9100
FAB-W2926,DOMESTIC,CH04,6100
FAB-W2927,EXPORT,CH01,7100
FAB-W2928,DOMESTIC,CH02,9100
FAB-W2929,EXPORT,CH03,6100
FAB-W2930,DOMESTIC,CH04,7100
FAB-W2931,EXPORT,CH01,9100
FAB-W2932,DOMESTIC,CH02,6100
FAB-W2933,EXPORT,CH03,7100
FAB-W2934,DOMESTIC,CH04,9100
FAB-W2935,EXPORT,CH01,6100
FAB-W2936,DOMESTIC,CH02,7100
FAB-W2937,EXPORT,CH03,9100
FAB-W2938,DOMESTIC,CH04,6100
FAB-W2939,EXPORT,CH01,7100
FAB-W2940,DOMESTIC,CH02,9100
FAB-W2941,EXPORT,CH03,6100
FAB-W2942,DOMESTIC,CH04,7100
FAB-W2943,EXPORT,CH01,9100
FAB-W2944,DOMESTIC,CH02,6100
FAB-W2945,EXPORT,CH03,7100
FAB-W2946,DOMESTIC,CH04,9100
FAB-W2947,EXPORT,CH01,6100
FAB-W2948,DOMESTIC,CH02,7100
FAB-W2949,EXPORT,CH03,9100
FAB-W2950,DOMESTIC,CH04,6100
FAB-W2951,EXPORT,CH01,7100
FAB-W2952,DOMESTIC,CH02,9100
FAB-W2953,EXPORT,CH03,6100
FAB-W2954,DOMESTIC,CH04,7100
FAB-W2955,EXPORT,CH01,9100
FAB-W2956,DOMESTIC,CH02,6100
FAB-W2957,EXPORT,CH03,7100
FAB-W2958,DOMESTIC,CH04,9100
FAB-W2959,EXPORT,CH01,6100
FAB-W2960,DOMESTIC,CH02,7100
FAB-W2961,EXPORT,CH03,9100
FAB-W2962,DOMESTIC,CH04,6100
FAB-W2963,EXPORT,CH01,7100
FAB-W2964,DOMESTIC,CH02,9100
FAB-W2965,EXPORT,CH03,6100
FAB-W2966,DOMESTIC,CH04,7100
FAB-W2967,EXPORT,CH01,9100
FAB-W2968,DOMESTIC,CH02,6100
FAB-W2969,EXPORT,CH03,7100
FAB-W2970,DOMESTIC,CH04,9100
FAB-W2971,EXPORT,CH01,6100
FAB-W2972,DOMESTIC,CH02,7100
FAB-W2973,EXPORT,CH03,9100
FAB-W2974,DOMESTIC,CH04,6100
FAB-W2975,EXPORT,CH01,7100
FAB-W2976,DOMESTIC,CH02,9100
FAB-W2977,EXPORT,CH03,6100
FAB-W2978,DOMESTIC,CH04,7100
FAB-W2979,EXPORT,CH01,9100
FAB-W2980,DOMESTIC,CH02,6100
FAB-W2981,EXPORT,CH03,7100
FAB-W2982,DOMESTIC,CH04,9100
FAB-W2983,EXPORT,CH01,6100
FAB-W2984,DOMESTIC,CH02,7100
FAB-W2985,EXPORT,CH03,9100
FAB-W2986,DOMESTIC,CH04,6100
FAB-W2987,EXPORT,CH01,7100
FAB-W2988,DOMESTIC,CH02,9100
FAB-W2989,EXPORT,CH03,6100
FAB-W2990,DOMESTIC,CH04,7100
FAB-W2991,EXPORT,CH01,9100
FAB-W2992,DOMESTIC,CH02,6100
FAB-W2993,EXPORT,CH03,7100
FAB-W2994,DOMESTIC,CH04,9100
FAB-W2995,EXPORT,CH01,6100
FAB-W2996,DOMESTIC,CH02,7100
FAB-W2997,EXPORT,CH03,9100
FAB-W2998,DOMESTIC,CH04,6100
FAB-W2999,EXPORT,CH01,7100
FAB-W3000,DOMESTIC,CH02,9100
FAB-W3001,EXPORT,CH03,6100
FAB-W3002,DOMESTIC,CH04,7100
FAB-W3003,EXPORT,CH01,9100
FAB-W3004,DOMESTIC,CH02,6100
FAB-W3005,EXPORT,CH03,7100
FAB-W3006,DOMESTIC,CH04,9100
FAB-W3007,EXPORT,CH01,6100
FAB-W3008,DOMESTIC,CH02,7100
FAB-W3009,EXPORT,CH03,9100
FAB-W3010,DOMESTIC,CH04,6100
FAB-W3011,EXPORT,CH01,7100
FAB-W3012,DOMESTIC,CH02,9100
FAB-W3013,EXPORT,CH03,6100
FAB-W3014,DOMESTIC,CH04,7100
FAB-W3015,EXPORT,CH01,9100
FAB-W3016,DOMESTIC,CH02,6100
FAB-W3017,EXPORT,CH03,7100
FAB-W3018,DOMESTIC,CH04,9100
FAB-W3019,EXPORT,CH01,6100
FAB-W3020,DOMESTIC,CH02,7100
FAB-W3021,EXPORT,CH03,9100
FAB-W3022,DOMESTIC,CH04,6100
FAB-W3023,EXPORT,CH01,7100
FAB-W3024,DOMESTIC,CH02,9100
FAB-W3025,EXPORT,CH03,6100
FAB-W3026,DOMESTIC,CH04,7100
FAB-W3027,EXPORT,CH01,9100
FAB-W3028,DOMESTIC,CH02,6100
FAB-W3029,EXPORT,CH03,7100
FAB-W3030,DOMESTIC,CH04,9100
FAB-W3031,EXPORT,CH01,6100
FAB-W3032,DOMESTIC,CH02,7100
FAB-W3033,EXPORT,CH03,9100
FAB-W3034,DOMESTIC,CH04,6100
FAB-W3035,EXPORT,CH01,7100
FAB-W3036,DOMESTIC,CH02,9100
FAB-W3037,EXPORT,CH03,6100
FAB-W3038,DOMESTIC,CH04,7100
FAB-W3039,EXPORT,CH01,9100
FAB-W3040,DOMESTIC,CH02,6100
FAB-W3041,EXPORT,CH03,7100
FAB-W3042,DOMESTIC,CH04,9100
FAB-W3043,EXPORT,CH01,6100
FAB-W3044,DOMESTIC,CH02,7100
FAB-W3045,EXPORT,CH03,9100
FAB-W3046,DOMESTIC,CH04,6100
FAB-W3047,EXPORT,CH01,7100
FAB-W3048,DOMESTIC,CH02,9100
FAB-W3049,EXPORT,CH03,6100
FAB-W3050,DOMESTIC,CH04,7100
FAB-W3051,EXPORT,CH01,9100
FAB-W3052,DOMESTIC,CH02,6100
FAB-W3053,EXPORT,CH03,7100
FAB-W3054,DOMESTIC,CH04,9100
FAB-W3055,EXPORT,CH01,6100
FAB-W3056,DOMESTIC,CH02,7100
FAB-W3057,EXPORT,CH03,9100
FAB-W3058,DOMESTIC,CH04,6100
FAB-W3059,EXPORT,CH01,7100
FAB-W3060,DOMESTIC,CH02,9100
FAB-W3061,EXPORT,CH03,6100
FAB-W3062,DOMESTIC,CH04,7100
FAB-W3063,EXPORT,CH01,9100
FAB-W3064,DOMESTIC,CH02,6100
FAB-W3065,EXPORT,CH03,7100
FAB-W3066,DOMESTIC,CH04,9100
FAB-W3067,EXPORT,CH01,6100
FAB-W3068,DOMESTIC,CH02,7100
FAB-W3069,EXPORT,CH03,9100
FAB-W3070,DOMESTIC,CH04,6100
FAB-W3071,EXPORT,CH01,7100
FAB-W3072,DOMESTIC,CH02,9100
FAB-W3073,EXPORT,CH03,6100
FAB-W3074,DOMESTIC,CH04,7100
FAB-W3075,EXPORT,CH01,9100
FAB-W3076,DOMESTIC,CH02,6100
FAB-W3077,EXPORT,CH03,7100
FAB-W3078,DOMESTIC,CH04,9100
FAB-W3079,EXPORT,CH01,6100
FAB-W3080,DOMESTIC,CH02,7100
FAB-W3081,EXPORT,CH03,9100
FAB-W3082,DOMESTIC,CH04,6100
FAB-W3083,EXPORT,CH01,7100
FAB-W3084,DOMESTIC,CH02,9100
FAB-W3085,EXPORT,CH03,6100
FAB-W3086,DOMESTIC,CH04,7100
FAB-W3087,EXPORT,CH01,9100
FAB-W3088,DOMESTIC,CH02,6100
FAB-W3089,EXPORT,CH03,7100
FAB-W3090,DOMESTIC,CH04,9100
FAB-W3091,EXPORT,CH01,6100
FAB-W3092,DOMESTIC,CH02,7100
FAB-W3093,EXPORT,CH03,9100
FAB-W3094,DOMESTIC,CH04,6100
FAB-W3095,EXPORT,CH01,7100
FAB-W3096,DOMESTIC,CH02,9100
FAB-W3097,EXPORT,CH03,6100
FAB-W3098,DOMESTIC,CH04,7100
FAB-W3099,EXPORT,CH01,9100
FAB-W3100,DOMESTIC,CH02,6100
FAB-W3101,EXPORT,CH03,7100
FAB-W3102,DOMESTIC,CH04,9100
FAB-W3103,EXPORT,CH01,6100
FAB-W3104,DOMESTIC,CH02,7100
FAB-W3105,EXPORT,CH03,9100
FAB-W3106,DOMESTIC,CH04,6100
FAB-W3107,EXPORT,CH01,7100
FAB-W3108,DOMESTIC,CH02,9100
FAB-W3109,EXPORT,CH03,6100
FAB-W3110,DOMESTIC,CH04,7100
FAB-W3111,EXPORT,CH01,9100
FAB-W3112,DOMESTIC,CH02,6100
FAB-W3113,EXPORT,CH03,7100
FAB-W3114,DOMESTIC,CH04,9100
FAB-W3115,EXPORT,CH01,6100
FAB-W3116,DOMESTIC,CH02,7100
FAB-W3117,EXPORT,CH03,9100
FAB-W3118,DOMESTIC,CH04,6100
FAB-W3119,EXPORT,CH01,7100
FAB-W3120,DOMESTIC,CH02,9100
FAB-W3121,EXPORT,CH03,6100
FAB-W3122,DOMESTIC,CH04,7100
FAB-W3123,EXPORT,CH01,9100
FAB-W3124,DOMESTIC,CH02,6100
FAB-W3125,EXPORT,CH03,7100
FAB-W3126,DOMESTIC,CH04,9100
FAB-W3127,EXPORT,CH01,6100
FAB-W3128,DOMESTIC,CH02,7100
FAB-W3129,EXPORT,CH03,9100
FAB-W3130,DOMESTIC,CH04,6100
FAB-W3131,EXPORT,CH01,7100
FAB-W3132,DOMESTIC,CH02,9100
FAB-W3133,EXPORT,CH03,6100
FAB-W3134,DOMESTIC,CH04,7100
FAB-W3135,EXPORT,CH01,9100
FAB-W3136,DOMESTIC,CH02,6100
FAB-W3137,EXPORT,CH03,7100
FAB-W3138,DOMESTIC,CH04,9100
FAB-W3139,EXPORT,CH01,6100
FAB-W3140,DOMESTIC,CH02,7100
FAB-W3141,EXPORT,CH03,9100
FAB-W3142,DOMESTIC,CH04,6100
FAB-W3143,EXPORT,CH01,7100
FAB-W3144,DOMESTIC,CH02,9100
FAB-W3145,EXPORT,CH03,6100
FAB-W3146,DOMESTIC,CH04,7100
FAB-W3147,EXPORT,CH01,9100
FAB-W3148,DOMESTIC,CH02,6100
FAB-W3149,EXPORT,CH03,7100
FAB-W3150,DOMESTIC,CH04,9100
FAB-W3151,EXPORT,CH01,6100
FAB-W3152,DOMESTIC,CH02,7100
FAB-W3153,EXPORT,CH03,9100
FAB-W3154,DOMESTIC,CH04,6100
FAB-W3155,EXPORT,CH01,7100
FAB-W3156,DOMESTIC,CH02,9100
FAB-W3157,EXPORT,CH03,6100
FAB-W3158,DOMESTIC,CH04,7100
FAB-W3159,EXPORT,CH01,9100
FAB-W3160,DOMESTIC,CH02,6100
FAB-W3161,EXPORT,CH03,7100
FAB-W3162,DOMESTIC,CH04,9100
FAB-W3163,EXPORT,CH01,6100
FAB-W3164,DOMESTIC,CH02,7100
FAB-W3165,EXPORT,CH03,9100
FAB-W3166,DOMESTIC,CH04,6100
FAB-W3167,EXPORT,CH01,7100
FAB-W3168,DOMESTIC,CH02,9100
FAB-W3169,EXPORT,CH03,6100
FAB-W3170,DOMESTIC,CH04,7100
FAB-W3171,EXPORT,CH01,9100
FAB-W3172,DOMESTIC,CH02,6100
FAB-W3173,EXPORT,CH03,7100
FAB-W3174,DOMESTIC,CH04,9100
